Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating,reporting_month_year,Quarter,ReportingYear,ReportingYear_Quarter,Churned,Had_Negative_Business,Has_Income_Increased,Has_Rating_Increased
22,40,0,C10,2,31224,2018-05-25,,1,1,635700,4,2019-05-01,2,2019,2019-2,0,1,0,1
22,40,0,C10,2,31224,2018-05-25,,1,1,121590,4,2019-06-01,2,2019,2019-2,0,1,0,1
22,40,0,C10,2,31224,2018-05-25,,1,1,653680,4,2019-07-01,3,2019,2019-3,0,1,0,1
22,40,0,C10,2,31224,2018-05-25,,1,1,1120560,4,2019-08-01,3,2019,2019-3,0,1,0,1
22,40,0,C10,2,31224,2018-05-25,,1,1,696920,4,2019-09-01,3,2019,2019-3,0,1,0,1
22,36,0,C10,2,31224,2018-05-25,,1,1,200000,3,2019-10-01,4,2019,2019-4,0,1,0,1
22,41,0,C10,2,31224,2018-05-25,,1,1,306410,3,2019-11-01,4,2019,2019-4,0,1,0,1
22,41,0,C10,2,31224,2018-05-25,,1,1,499480,3,2019-12-01,4,2019,2019-4,0,1,0,1
22,41,0,C10,2,31224,2018-05-25,,1,1,500510,2,2020-01-01,1,2020,2020-1,0,1,0,0
22,41,0,C10,2,31224,2018-05-25,,1,1,658430,2,2020-02-01,1,2020,2020-1,0,1,0,0
22,41,0,C10,2,31224,2018-05-25,,1,1,103800,2,2020-03-01,1,2020,2020-1,0,1,0,0
22,41,0,C10,2,31224,2018-05-25,2020-04-26,1,1,0,1,2020-04-01,2,2020,2020-2,1,0,0,0
24,30,0,C24,2,76308,2018-05-25,,1,2,106460,2,2019-01-01,1,2019,2019-1,0,1,0,0
24,31,0,C24,2,76308,2018-05-25,,1,2,401310,2,2019-02-01,1,2019,2019-1,0,1,0,0
24,31,0,C24,2,76308,2018-05-25,,1,2,1103240,2,2019-03-01,1,2019,2019-1,0,1,0,0
24,31,0,C24,2,76308,2018-05-25,,1,2,312720,2,2019-04-01,2,2019,2019-2,0,1,0,0
24,31,0,C24,2,76308,2018-05-25,,1,2,128730,2,2019-05-01,2,2019,2019-2,0,1,0,0
24,31,0,C24,2,76308,2018-05-25,,1,2,97220,2,2019-06-01,2,2019,2019-2,0,1,0,0
24,39,0,C24,2,76308,2018-05-25,,1,2,203240,3,2019-07-01,3,2019,2019-3,0,1,0,1
24,31,0,C24,2,76308,2018-05-25,,1,2,639720,3,2019-08-01,3,2019,2019-3,0,1,0,1
24,31,0,C24,2,76308,2018-05-25,,1,2,765920,3,2019-09-01,3,2019,2019-3,0,1,0,1
24,31,0,C24,2,76308,2018-05-25,2019-10-27,1,2,343160,2,2019-10-01,4,2019,2019-4,1,1,0,0
25,29,0,C24,1,102077,2017-10-30,,1,3,2552300,3,2019-01-01,1,2019,2019-1,0,1,0,0
25,29,0,C24,1,102077,2017-10-30,,1,3,2143680,3,2019-02-01,1,2019,2019-1,0,1,0,0
25,29,0,C24,1,102077,2017-10-30,,1,3,2925260,3,2019-03-01,1,2019,2019-1,0,1,0,0
25,29,0,C24,1,102077,2017-10-30,,1,3,1030790,4,2019-04-01,2,2019,2019-2,0,1,0,1
25,29,0,C24,1,102077,2017-10-30,,1,3,1833580,4,2019-05-01,2,2019,2019-2,0,1,0,1
25,29,0,C24,1,102077,2017-10-30,,1,3,999610,4,2019-06-01,2,2019,2019-2,0,1,0,1
25,29,0,C24,1,102077,2017-10-30,,1,3,1046670,4,2019-07-01,3,2019,2019-3,0,1,0,1
25,29,0,C24,1,102077,2017-10-30,,1,3,677050,4,2019-08-01,3,2019,2019-3,0,1,0,1
25,29,0,C24,1,102077,2017-10-30,,1,3,1934570,4,2019-09-01,3,2019,2019-3,0,1,0,1
25,29,0,C24,1,102077,2017-10-30,,1,3,1297810,4,2019-10-01,4,2019,2019-4,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,1474610,4,2019-11-01,4,2019,2019-4,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,574040,4,2019-12-01,4,2019,2019-4,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,2109420,4,2020-01-01,1,2020,2020-1,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,2973000,4,2020-02-01,1,2020,2020-1,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,3053510,4,2020-03-01,1,2020,2020-1,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,-414250,3,2020-04-01,2,2020,2020-2,0,0,0,0
25,30,0,C24,1,102077,2017-10-30,,1,3,350000,3,2020-05-01,2,2020,2020-2,0,1,0,0
25,30,0,C24,1,102077,2017-10-30,,1,3,1219340,3,2020-06-01,2,2020,2020-2,0,1,0,0
25,30,0,C24,1,102077,2017-10-30,,1,3,650000,4,2020-07-01,3,2020,2020-3,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,1512060,4,2020-08-01,3,2020,2020-3,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,1368060,4,2020-09-01,3,2020,2020-3,0,1,0,1
25,30,0,C24,1,102077,2017-10-30,,1,3,1346140,4,2020-10-01,4,2020,2020-4,0,1,0,1
25,31,0,C24,1,102077,2017-10-30,,1,3,1680680,4,2020-11-01,4,2020,2020-4,0,1,0,1
25,31,0,C24,1,102077,2017-10-30,,1,3,2013180,4,2020-12-01,4,2020,2020-4,0,1,0,1
26,41,0,C14,2,121529,2018-07-05,,1,3,243110,4,2019-01-01,1,2019,2019-1,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,646330,4,2019-02-01,1,2019,2019-1,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,17651940,4,2019-03-01,1,2019,2019-1,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,242510,4,2019-04-01,2,2019,2019-2,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,1098080,4,2019-05-01,2,2019,2019-2,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,1212720,4,2019-06-01,2,2019,2019-2,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,2695910,4,2019-07-01,3,2019,2019-3,0,1,0,0
26,41,0,C14,2,121529,2018-07-05,,1,3,494710,4,2019-08-01,3,2019,2019-3,0,1,0,0
26,42,0,C14,2,121529,2018-07-05,,1,3,986540,4,2019-09-01,3,2019,2019-3,0,1,0,0
26,42,0,C14,2,121529,2018-07-05,,1,3,9950710,4,2019-10-01,4,2019,2019-4,0,1,0,0
26,42,0,C14,2,121529,2018-07-05,,1,3,13097320,4,2019-11-01,4,2019,2019-4,0,1,0,0
26,42,0,C14,2,121529,2018-07-05,,1,3,1086370,4,2019-12-01,4,2019,2019-4,0,1,0,0
26,42,0,C14,2,121529,2018-07-05,,1,3,732410,2,2020-01-01,1,2020,2020-1,0,1,0,0
26,42,0,C14,2,121529,2018-07-05,,1,3,1511840,2,2020-02-01,1,2020,2020-1,0,1,0,0
26,42,0,C14,2,132577,2018-07-05,,1,4,9226690,4,2020-03-01,1,2020,2020-1,0,1,1,0
26,42,0,C14,2,132577,2018-07-05,,1,4,1940050,2,2020-04-01,2,2020,2020-2,0,1,1,0
26,42,0,C14,2,132577,2018-07-05,,1,4,970030,2,2020-05-01,2,2020,2020-2,0,1,1,0
26,42,0,C14,2,132577,2018-07-05,,1,4,0,2,2020-06-01,2,2020,2020-2,0,0,1,0
26,42,0,C14,2,132577,2018-07-05,,1,4,153590,2,2020-07-01,3,2020,2020-3,0,1,1,0
26,42,0,C14,2,132577,2018-07-05,,1,4,1710410,2,2020-08-01,3,2020,2020-3,0,1,1,0
26,43,0,C14,2,132577,2018-07-05,,1,4,440550,2,2020-09-01,3,2020,2020-3,0,1,1,0
26,43,0,C14,2,132577,2018-07-05,,1,4,744590,2,2020-10-01,4,2020,2020-4,0,1,1,0
26,43,0,C14,2,132577,2018-07-05,,1,4,1578270,2,2020-11-01,4,2020,2020-4,0,1,1,0
26,43,0,C14,2,132577,2018-07-05,,1,4,1453220,2,2020-12-01,4,2020,2020-4,0,1,1,0
29,30,0,C13,2,30312,2018-05-20,,1,1,231840,2,2019-01-01,1,2019,2019-1,0,1,0,0
29,30,0,C13,2,30312,2018-05-20,,1,1,278930,2,2019-02-01,1,2019,2019-1,0,1,0,0
29,30,0,C13,2,30312,2018-05-20,,1,1,650990,2,2019-03-01,1,2019,2019-1,0,1,0,0
29,30,0,C13,2,30312,2018-05-20,,1,1,111410,1,2019-04-01,2,2019,2019-2,0,1,0,0
29,30,0,C13,2,30312,2018-05-20,2019-05-23,1,1,0,1,2019-05-01,2,2019,2019-2,1,0,0,0
30,31,0,C6,1,69457,2019-03-10,,3,3,0,1,2019-10-01,4,2019,2019-4,0,0,0,0
30,31,0,C6,1,69457,2019-03-10,,3,3,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
30,31,0,C6,1,69457,2019-03-10,2019-11-29,3,3,0,1,2019-12-01,4,2019,2019-4,1,0,0,0
31,32,1,C28,2,65189,2020-04-07,,3,3,0,1,2020-07-01,3,2020,2020-3,0,0,0,0
31,32,1,C28,2,65189,2020-04-07,,3,3,0,1,2020-08-01,3,2020,2020-3,0,0,0,0
31,32,1,C28,2,65189,2020-04-07,,3,3,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
31,32,1,C28,2,65189,2020-04-07,,3,3,0,2,2020-10-01,4,2020,2020-4,0,0,0,1
31,32,1,C28,2,65189,2020-04-07,,3,3,0,2,2020-11-01,4,2020,2020-4,0,0,0,1
31,32,1,C28,2,65189,2020-04-07,,3,3,950940,2,2020-12-01,4,2020,2020-4,0,1,0,1
34,28,1,C14,1,65813,2020-07-31,,2,2,285830,2,2020-08-01,3,2020,2020-3,0,1,0,0
34,28,1,C14,1,65813,2020-07-31,,2,2,190180,2,2020-09-01,3,2020,2020-3,0,1,0,0
34,28,1,C14,1,65813,2020-07-31,,2,2,0,1,2020-10-01,4,2020,2020-4,0,0,0,0
34,28,1,C14,1,65813,2020-07-31,2020-11-14,2,2,0,1,2020-11-01,4,2020,2020-4,1,0,0,0
35,32,0,C5,1,68070,2020-07-03,,3,3,300000,1,2020-03-01,1,2020,2020-1,0,1,0,0
35,32,0,C5,1,68070,2020-07-03,,3,3,0,1,2020-04-01,2,2020,2020-2,0,0,0,0
35,32,0,C5,1,68070,2020-07-03,2020-05-05,3,3,0,1,2020-05-01,2,2020,2020-2,1,0,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,0,2,2019-07-01,3,2019,2019-3,0,0,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,0,2,2019-08-01,3,2019,2019-3,0,0,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,722390,2,2019-09-01,3,2019,2019-3,0,1,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,821020,2,2019-10-01,4,2019,2019-4,0,1,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,-19350,2,2019-11-01,4,2019,2019-4,0,0,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,145400,2,2019-12-01,4,2019,2019-4,0,1,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,0,1,2020-01-01,1,2020,2020-1,0,0,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,400000,1,2020-02-01,1,2020,2020-1,0,1,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,-50000,1,2020-03-01,1,2020,2020-1,0,0,0,0
36,40,1,C18,1,32865,2019-01-07,,2,2,1460000,3,2020-04-01,2,2020,2020-2,0,1,0,1
36,40,1,C18,1,32865,2019-01-07,,2,2,0,3,2020-05-01,2,2020,2020-2,0,0,0,1
36,41,1,C18,1,32865,2019-01-07,,2,2,139080,3,2020-06-01,2,2020,2020-2,0,1,0,1
36,41,1,C18,1,32865,2019-01-07,,2,2,984330,2,2020-07-01,3,2020,2020-3,0,1,0,0
36,41,1,C18,1,32865,2019-01-07,2020-07-29,2,2,-325140,2,2020-08-01,3,2020,2020-3,1,0,0,0
37,33,1,C14,1,57375,2020-05-16,,2,2,0,1,2020-05-01,2,2020,2020-2,0,0,0,0
37,33,1,C14,1,57375,2020-05-16,,2,2,300000,1,2020-06-01,2,2020,2020-2,0,1,0,0
37,33,1,C14,1,57375,2020-05-16,,2,2,350020,1,2020-07-01,3,2020,2020-3,0,1,0,0
37,33,1,C14,1,57375,2020-05-16,,2,2,0,1,2020-08-01,3,2020,2020-3,0,0,0,0
37,33,1,C14,1,57375,2020-05-16,,2,2,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
37,33,1,C14,1,57375,2020-05-16,2020-10-16,2,2,0,1,2020-10-01,4,2020,2020-4,1,0,0,0
38,22,0,C27,0,13427,2019-06-12,,1,1,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
38,22,0,C27,0,13427,2019-06-12,,1,1,0,1,2020-01-01,1,2020,2020-1,0,0,0,0
38,22,0,C27,0,13427,2019-06-12,,1,1,155610,1,2020-02-01,1,2020,2020-1,0,1,0,0
38,22,0,C27,0,13427,2019-06-12,2020-03-15,1,1,-155610,1,2020-03-01,1,2020,2020-1,1,0,0,0
39,32,0,C26,0,72888,2020-08-08,,2,2,966340,3,2020-08-01,3,2020,2020-3,0,1,0,0
39,32,0,C26,0,72888,2020-08-08,,2,2,554010,3,2020-09-01,3,2020,2020-3,0,1,0,0
39,32,0,C26,0,72888,2020-08-08,,2,2,600440,2,2020-10-01,4,2020,2020-4,0,1,0,0
39,32,0,C26,0,72888,2020-08-08,,2,2,150470,2,2020-11-01,4,2020,2020-4,0,1,0,0
39,32,0,C26,0,72888,2020-08-08,,2,2,150970,2,2020-12-01,4,2020,2020-4,0,1,0,0
40,32,0,C15,0,59182,2019-08-11,,2,2,0,1,2019-11-01,4,2019,2019-4,0,0,0,0
40,32,0,C15,0,59182,2019-08-11,,2,2,0,1,2019-12-01,4,2019,2019-4,0,0,0,0
40,32,0,C15,0,59182,2019-08-11,,2,2,0,1,2020-01-01,1,2020,2020-1,0,0,0,0
40,32,0,C15,0,59182,2019-08-11,2020-02-14,2,2,0,1,2020-02-01,1,2020,2020-1,1,0,0,0
41,33,0,C29,2,92372,2019-04-07,,4,4,0,1,2019-07-01,3,2019,2019-3,0,0,0,0
41,33,0,C29,2,92372,2019-04-07,,4,4,0,1,2019-08-01,3,2019,2019-3,0,0,0,0
41,33,0,C29,2,92372,2019-04-07,,4,4,1061060,1,2019-09-01,3,2019,2019-3,0,1,0,0
41,33,0,C29,2,92372,2019-04-07,,4,4,1357440,3,2019-10-01,4,2019,2019-4,0,1,0,1
41,33,0,C29,2,92372,2019-04-07,,4,4,1000000,3,2019-11-01,4,2019,2019-4,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,2240810,3,2019-12-01,4,2019,2019-4,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,1002760,3,2020-01-01,1,2020,2020-1,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,2600330,3,2020-02-01,1,2020,2020-1,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,6718850,3,2020-03-01,1,2020,2020-1,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,0,2,2020-04-01,2,2020,2020-2,0,0,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,811400,2,2020-05-01,2,2020,2020-2,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,1071890,2,2020-06-01,2,2020,2020-2,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,1358260,1,2020-07-01,3,2020,2020-3,0,1,0,0
41,34,0,C29,2,92372,2019-04-07,,4,4,306820,1,2020-08-01,3,2020,2020-3,0,1,0,0
41,34,0,C29,2,92372,2019-04-07,,4,4,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
41,34,0,C29,2,92372,2019-04-07,,4,4,775520,2,2020-10-01,4,2020,2020-4,0,1,0,1
41,34,0,C29,2,92372,2019-04-07,,4,4,180770,2,2020-11-01,4,2020,2020-4,0,1,0,1
41,35,0,C29,2,92372,2019-04-07,,4,4,1270000,2,2020-12-01,4,2020,2020-4,0,1,0,1
42,44,1,C28,0,45988,2018-10-20,,2,2,147900,1,2019-01-01,1,2019,2019-1,0,1,0,0
42,44,1,C28,0,45988,2018-10-20,,2,2,189020,1,2019-02-01,1,2019,2019-1,0,1,0,0
42,44,1,C28,0,45988,2018-10-20,,2,2,657770,1,2019-03-01,1,2019,2019-1,0,1,0,0
42,44,1,C28,0,45988,2018-10-20,,2,2,0,1,2019-04-01,2,2019,2019-2,0,0,0,0
42,44,1,C28,0,45988,2018-10-20,2019-05-16,2,2,0,1,2019-05-01,2,2019,2019-2,1,0,0,0
43,27,1,C15,0,12906,2018-07-13,,1,1,359890,1,2019-01-01,1,2019,2019-1,0,1,0,0
43,27,0,C15,0,12906,2018-07-13,2019-02-20,1,1,0,1,2019-02-01,1,2019,2019-1,1,0,0,0
44,28,0,C17,2,62100,2020-09-25,,1,1,0,1,2020-09-01,3,2020,2020-3,0,0,0,0
44,28,0,C17,2,62100,2020-09-25,,1,1,150110,1,2020-10-01,4,2020,2020-4,0,1,0,0
